1,4.0531158447265625e-06
2,1.2159347534179688e-05
3,2.9087066650390625e-05
4,5.984306335449219e-05
5,0.00010800361633300781
6,0.00018477439880371094
7,0.00028586387634277344
8,0.0004229545593261719
9,0.0005719661712646484
10,0.0007905960083007812
15,0.0026607513427734375
20,0.006124019622802734
25,0.011806011199951172
30,0.020684003829956055
35,0.03237175941467285
40,0.048269033432006836
45,0.07300305366516113
50,0.09134793281555176
55,0.1180121898651123
60,0.15739178657531738
65,0.23559880256652832
70,0.2475879192352295
75,0.3241238594055176
80,0.365339994430542
85,0.4468729496002197
90,0.5435740947723389
95,0.6302700042724609
100,0.7167930603027344
110,0.9705228805541992
120,1.3128430843353271
130,1.5639691352844238
140,1.948477029800415
150,2.4210097789764404
160,2.9801952838897705
170,3.490741014480591
180,4.275461912155151
190,5.079885959625244
200,5.703782796859741
